Date,presence_in_building
1,997.3064516129032
2,1029.1145833333333
3,1017.111559139785
4,946.425
5,971.516129032258
6,1019.4111111111112
7,1013.8010752688172
8,1012.614247311828
9,910.4180555555556
10,958.8467741935484
11,952.1819444444444
12,1035.271505376344
