Date,Consumption (Wh)
1,91.3898283986239
2,10.017682368407934
3,53.100165965512325
4,194.16044552535357
5,0.0
6,86.77921164587303
7,68.23356242000824
8,274.61808778287565
9,86.23377562422492
10,134.12155454764252
11,99.41246585693938
12,10.983578174269162
13,72.81999510248356
14,155.22361878315792
15,128.348558632775
16,65.91238278458913
17,399.50282066449046
18,64.17542480528019
19,98.86574149705525
20,105.6818164767081
21,277.71100582608784
22,207.01855367044084
23,51.16759391527163
24,92.68591399671458
25,128.211185295477
26,18.788769951469696
27,209.75706413943047
28,76.95006794063994
29,46.53914349057677
30,195.6677973786299
31,150.06665330217535
