Date,Consumption (Wh)
0,73.69656682863594
1,443.4484152925847
2,417.15054395755163
3,331.6222536734269
4,362.48153531298635
5,352.3426233413373
6,310.19798504349905
7,332.8223312254309
8,814.8858726121834
9,212.37210214696088
10,239.93233769327162
11,202.7977293195598
12,236.9623079357469
13,236.8276337637747
14,210.16731453779533
15,22.09133836487642
16,26.06790978279534
17,29.319886908983328
18,40.758335916798465
19,842.3203146974389
20,389.57444954971095
21,239.92751968636708
22,133.08531785358858
23,79.83897220683492
