Date,Consumption (Wh)
1,118949.80066489344
2,119028.55623460315
3,120018.41228466162
4,76374.94491800458
5,30023.21876311998
6,30291.026695987453
7,30348.73242364058
8,30362.585203882038
9,30696.360646929796
10,80052.22775172573
11,120436.50773097911
12,119271.48431770821
